,cpu_requested,mem_requested,time
1437,6704.5542851,4921.25273802,980847724241
1438,6598.0642531,4845.48969862,982132237240
1439,6625.1693501,4874.49791762,982556365609
1440,6552.4865588,4833.63019342,983010387481
1441,6617.7768158,4869.71740522,983193031386
1442,6839.1557361,5196.55765762,985066306737
1443,6836.3659781,5194.06848162,985092747472
1444,6832.2424341,5190.53945122,985306367042
1445,6809.1292191,5177.06896522,985650771867
1446,6777.1815171,5156.62728802,986223507957
1447,6835.0470608,5235.88748942,986810119449
1448,6854.9274741,5251.69070442,987095963081
1449,6862.6687621,5255.46587242,987114969048
1450,6852.2960131,5213.96131162,987461560364
1451,6771.2722678,5148.85212612,988755654074
1452,6770.4790528,5148.27224692,988801219419
1453,6913.2836392,5241.98346142,990471802835
1454,7013.6186092,5305.89544342,990605160121
1455,7012.8555175,5305.26159902,990673498634
1456,6754.1959291,5045.02319382,991493666792
1457,6637.3721011,4941.03603382,992445775708
1458,6635.2212561,4939.08261042,992505416875
1459,6648.6325761,4949.06425742,992516791949
1460,6700.7127899,4974.86727402,994036207340
1461,6729.2753885,4994.31905202,994782902178
1462,6988.8589282,5302.92797913,996784098585
1463,6639.6297819,4934.23929882,997437943634
1464,6682.5014112,5009.35976442,997911633961
1465,7044.2603425,5175.67127341,998566650306
1466,7225.7466545,5377.63480342,998739967686
1467,7181.9713265,5355.39316242,998810002479
1468,6847.5162225,5171.33507942,999279290722
1469,6814.6657905,5137.23348222,999467108490
1470,6716.4362745,5017.10276722,1000101041372
1471,6718.4456225,5017.08945882,1000166625352
1472,6703.6902785,5010.06866722,1000203011577
1473,6680.4469522,4994.09279862,1000466559391
1474,6696.6557852,5021.86777242,1000652477670
1475,6661.4980289,4976.75434862,1001068145633
1476,6694.0580265,5025.34767402,1001782663090
1477,6658.7878365,4988.79562502,1001860198465
1478,6648.5503445,4975.07108702,1001996450728
1479,6655.2536815,4979.29332502,1002032283383
1480,6624.6215415,4955.42778862,1002183734830
1481,6614.9124555,4938.44672272,1002959712537
1482,6638.9400905,4957.01350412,1003193249012
1483,6657.3381195,4947.75645132,1003702953523
1484,6650.4277435,4957.80078112,1003958509951
1485,6704.8647439,4996.01060832,1004964670258
1486,6759.8628815,5022.33615302,1005358956493
1487,6762.7044555,5020.20291422,1005463779443
1488,6799.0178955,5130.75745522,1005668130291
1489,6794.7041185,5136.95959062,1005882519971
1490,6796.6795115,5140.16780262,1005970951481
1491,6798.3653235,5140.44755162,1006024505274
1492,6758.0424415,5026.24119082,1006740204972
1493,6747.5392625,5009.64313622,1007154163973
1494,6746.6092675,5009.17118422,1007284436498
1495,6714.2807245,4898.80594082,1007363499130
1496,6713.0193592,4900.47337122,1007461217892
1497,6712.1019082,4900.61413622,1007524513573
1498,6711.2913982,4902.00715782,1007596475812
1499,6710.9495362,4901.80708382,1007660306607
1500,6738.8337069,5008.61263082,1008475644077
1501,6716.5642192,4901.55047182,1009183246199
1502,6641.2443682,4947.16098822,1011225438207
1503,6638.5684182,4946.23892322,1011246224737
1504,6815.7266125,5016.40033982,1012302951976
1505,6813.8896485,5014.56927582,1012311405922
1506,6810.1428548,5008.53547462,1013329215663
1507,6857.7940238,5145.68782622,1014132291455
1508,6857.7252938,5145.68083722,1014132292621
1509,6623.7000708,4973.43083782,1015999310650
1510,6625.2456738,4969.78961822,1016143353325
1511,6627.5756958,4963.58018782,1016457494262
1512,6770.0100268,4904.87691622,1018044230565
1513,6572.4742595,4867.89575882,1019578744916
1514,6555.8683818,4868.22836662,1020037017931
1515,6616.4442492,5030.19961512,1022514087237
1516,6601.0255329,4930.45365772,1022972126386
1517,6729.6950075,5067.72336512,1023387549857
1518,6773.2258735,4986.05537172,1024317285643
1519,6744.6228305,4936.17078112,1024753317903
1520,6752.8507605,4940.75297572,1024793680318
1521,6598.3369098,4796.64264512,1027021650275
1522,6664.0728088,4949.77864412,1027651023140
1523,6662.3820638,4932.77271752,1027909924480
1524,6740.1673718,4963.18082112,1028034417271
1525,6757.6728058,4949.02519072,1028216742411
1526,6635.7902371,4913.87066182,1028871403558
1527,6623.0903438,4923.47590581,1029155124559
1528,6669.4331118,4931.39976416,1030979325095
1529,6696.0057208,4940.61250156,1031147978374
1530,6558.5974422,4752.75064296,1031424610911
1531,6621.6529905,4858.30480982,1032768188161
1532,6622.1703485,4859.58152782,1032874839861
1533,6665.1617475,4856.62307562,1033000691556
1534,6620.4842141,4848.11045982,1033667171903
1535,6601.6599321,4884.25550582,1034248055554
1536,6615.7620721,4889.34367782,1034378377494
1537,6966.2276291,5266.26545522,1035998501912
1538,6892.8742441,5228.78122522,1036207348128
1539,6877.0611998,5212.73367922,1036241119803
1540,6711.8360442,5046.54604782,1037154297961
1541,6849.8957488,5104.92745982,1037684831740
1542,6780.2592018,5028.57156082,1037894809182
1543,6797.5330148,5043.34155322,1038021485047
1544,6806.4622168,5040.85820122,1038203440437
1545,6908.8438068,5106.84070522,1038210990402
1546,6904.8170618,5102.26606782,1038236573556
1547,6925.9349038,5127.48919022,1038403983467
1548,7400.3507858,5525.16593282,1039003963252
1549,7374.9512218,5512.08563182,1039301249413
1550,6988.7685292,5196.19228302,1041053293274
1551,6988.9778102,5196.17880262,1041064442700
1552,6764.1554418,4927.36431382,1042057199733
1553,6815.7519998,4994.09819122,1042146370027
1554,6732.6393538,4930.01445582,1042608374395
1555,6738.3238338,4941.99504882,1042777834430
1556,6723.6211668,4883.30641022,1043261178293
1557,6611.6671292,4816.29102022,1044017128813
1558,6678.5005445,4863.82956322,1044179987345
1559,6618.5663588,4822.89301582,1044588245526
1560,6646.7425328,4857.63459782,1044608567997
1561,6507.7980518,4743.88672382,1044782203914
1562,6499.7537868,4727.48227082,1045290591135
1563,6495.1330488,4725.53562282,1045302660867
1564,6472.7330218,4699.56043022,1045782561141
1565,6427.6587165,4673.21115022,1047942593569
1566,6427.6248285,4672.00935022,1048005373569
1567,6410.1558388,4658.50099782,1048385083243
1568,6411.5622668,4657.83496382,1048398259283
1569,6405.8837818,4654.00626082,1050331664901
1570,6407.4253435,4754.75440782,1050696501810
1571,6294.7897135,4521.39152522,1053114126246
1572,6291.5138325,4557.93998582,1053644872847
1573,6312.9202225,4589.16868482,1053840593992
1574,6310.1536685,4588.15697062,1054045181597
1575,6339.6383048,4582.71621082,1056215972697
1576,6254.9653288,4517.59954382,1057593730095
1577,6254.1962948,4514.67182662,1057632238560
1578,6245.4746278,4505.13597422,1057809525858
1579,6240.9648615,4500.28047522,1058054479393
1580,6238.9052165,4500.27890082,1058072283093
1581,6293.9266508,4568.87030682,1059906990232
1582,6290.4180368,4562.83018322,1060176705892
1583,6277.1771328,4555.19149182,1060761285737
1584,6271.6281208,4527.99752582,1061532976777
1585,6251.1836008,4504.14564762,1061653701002
1586,6249.1093008,4512.64941602,1061846178436
1587,6249.6452108,4512.73010522,1061863922686
1588,6404.5884528,4596.27164922,1063453676927
1589,6549.7763528,4743.72349282,1063700568557
1590,6483.3746934,4705.12980882,1064755218200
1591,6723.1396141,4820.05151282,1065659414958
1592,6401.6414284,4582.82690582,1066379075050
1593,6434.0276684,4561.83733782,1068022407063
1594,6421.7970424,4558.91212022,1068178485852
1595,6415.6768644,4557.46581682,1068198188375
1596,6892.3585368,4970.50526819,1069742300259
1597,6951.7300214,5171.47147499,1070339655360
1598,6910.5251374,5023.21767759,1070740752705
1599,6853.7776934,4944.59789119,1071807162829
1600,6853.7089634,4944.59335219,1071808774552
1601,6889.1077134,5010.15644219,1072137345562
1602,6876.2642201,5003.44199782,1072564839672
1603,6851.8378991,4947.08716312,1074363088310
1604,6880.5726824,4995.94707762,1077466800567
1605,6803.1167354,4913.49031757,1077781707896
1606,6594.4714304,4744.57458962,1078367656596
1607,6421.6829545,4633.39049662,1083219294575
1608,6877.0419842,4708.02048262,1083952498392
1609,6883.6409938,4806.77022262,1084438258129
1610,7130.4942288,4926.73864462,1085141873335
1611,6763.9173265,4777.11837862,1086715001822
1612,6622.4555185,4737.23317782,1086918002581
1613,6393.8239368,4699.92074962,1088468598827
1614,6394.0145778,4699.99161862,1088471514476
1615,6407.5806248,4697.27428202,1088915672503
1616,6374.2379538,4688.97158272,1089269023933
1617,6385.9492608,4693.03656362,1090189799164
1618,6378.0929585,4689.79973762,1090796860649
1619,6376.4553675,4689.71592902,1090805005789
1620,6317.5628788,4584.92364162,1092755756238
1621,6293.5790098,4561.72760402,1093565138882
1622,6256.6019725,4539.30720302,1094843520959
1623,6256.5551045,4539.25169802,1094846380518
1624,6267.0921528,4546.72893762,1095378148911
1625,6307.1749085,4582.92253842,1095825932170
1626,6303.7710665,4569.20053302,1096130026521
1627,6274.7674955,4553.42907362,1096882225337
1628,6277.3770375,4548.87933982,1097332044234
1629,6293.1170305,4613.47888142,1097822170913
1630,6221.4623811,4561.43705022,1099522674873
1631,6218.8286031,4558.01438762,1099646847301
1632,6213.0759531,4551.68771722,1099971812925
1633,6206.1064418,4548.53270562,1101869261446
1634,6334.0097651,4739.13361862,1104358464788
1635,6295.1781051,4717.73181922,1105207447893
1636,6287.6104194,4708.55401922,1107341050803
1637,6240.0065841,4659.29802672,1108185827380
1638,6237.7211948,4657.38458372,1108421643951
1639,6249.2739198,4663.98548012,1109135201603
1640,6260.9192521,4665.56577052,1109399044783
1641,6258.2712361,4665.12049772,1110056668576
1642,6219.0070384,4494.91801982,1112077851692
1643,6218.6664484,4494.53288322,1112107111689
1644,6279.9359561,4512.71104282,1113917684678
1645,6228.8368291,4517.92765202,1115834409212
1646,6230.2545761,4518.18204062,1115984208361
1647,6204.6904411,4497.93585162,1117789994686
1648,6184.5130891,4490.56677522,1117940758867
1649,6178.0400981,4487.81893522,1118853534032
1650,6178.0400981,4487.81893522,1118854400997
1651,6163.1719721,4462.35790482,1119839461577
1652,6207.2696954,4477.77991682,1120803631940
1653,6201.5391164,4478.35152882,1121107264048
1654,6500.4818111,4769.58550922,1122647087152
1655,6482.5587921,4752.66439022,1122659189756
1656,6325.6181861,4591.11338222,1122830310262
1657,6330.4659531,4615.54652082,1123011948426
1658,6330.0723531,4615.29599822,1123024068791
1659,6243.1467871,4522.19809882,1124014101639
1660,6403.6307291,4698.45970622,1124724259703
1661,6315.8974001,4595.32061162,1125013731009
1662,6430.3527331,4709.48006022,1125587731165
1663,6373.6352891,4661.90796522,1126095881457
1664,6373.3603991,4661.62801522,1126102458342
1665,6264.4363388,4552.34200662,1127063639372
1666,6277.2377891,4575.82504122,1127521224671
1667,6196.9136251,4475.87029062,1128248792127
1668,6244.7447931,4539.90148582,1128459785773
1669,6224.8135008,4494.37619282,1130257852375
1670,6235.4402115,4522.93258022,1130511764477
1671,6225.5996485,4502.21916482,1130725516633
1672,6227.1640838,4500.55950282,1130813470918
1673,6214.3566498,4481.96003082,1131043997540
1674,6211.8195411,4479.18710722,1131085205637
1675,6131.7685161,4460.91602422,1132341341703
1676,6132.5557881,4461.07901622,1132343273389
1677,6111.9236921,4440.43020122,1132615812413
1678,6106.9652411,4435.95770982,1132674595593
1679,6098.3963201,4425.69940022,1132880460472
1680,6097.5281071,4425.20662822,1132917997367
1681,6094.3689471,4422.67851922,1132974240520
1682,6087.2286631,4416.32025422,1133119377158
1683,6086.1092461,4415.21714922,1133147519117
1684,6072.5922061,4398.13355662,1133529861884
1685,6069.9315401,4395.01844322,1133634925915
1686,6069.8586731,4394.95149922,1133640234964
1687,6068.2786201,4393.24559562,1133849666362
1688,6067.8572991,4393.19019722,1133882374911
1689,6105.3343308,4446.67174162,1134451375554
1690,6101.7087571,4447.56926962,1134542986297
1691,6083.8956151,4418.37132322,1135258301838
1692,6128.347201,4442.73410622,1136182211423
1693,6101.0499818,4535.23042562,1137351243773
1694,6145.3207488,4454.08651362,1139145241898
1695,6145.1364038,4453.77335822,1139153428124
1696,6143.0932698,4447.14137122,1139347804365
1697,6107.3605018,4431.20870922,1140424705939
1698,6107.4657415,4431.13389422,1140623552892
1699,6085.8333221,4420.37475222,1141131491167
1700,6145.3181251,4441.07049502,1142116163677
1701,6256.2589271,4614.57174962,1142618159907
1702,6224.5006101,4579.28692522,1142679354472
1703,6136.9581101,4472.51341062,1143021464432
1704,6121.5359031,4452.63118622,1143185414980
1705,6113.4987538,4430.10881322,1144710924635
1706,6139.3819298,4459.51318322,1145060708879
1707,6197.9013881,4458.88480062,1146034938082
1708,6241.5910064,4574.33473562,1147193173057
1709,6244.4946834,4575.44299902,1147380142966
1710,6265.8563864,4663.22799862,1147922457315
1711,6144.4482874,4532.32648362,1149776866351
1712,6166.0819614,4554.07232522,1150742230613
1713,6133.7687991,4529.38996222,1151606040437
1714,6133.6813391,4529.20112262,1151664271044
1715,6504.4311674,4948.35768562,1153622949781
1716,6497.1316521,4936.96420462,1155583764065
1717,6496.5111101,4936.97892222,1155608244776
1718,6497.0736461,4937.18173922,1155629642553
1719,6477.4775024,4929.41937522,1156243176374
1720,6551.6400174,4938.28094822,1157549400210
1721,6550.0183164,4937.01871862,1157678319493
1722,6550.3419848,4962.53499662,1159382015350
1723,6548.6542671,4959.96117802,1159797650338
1724,6574.3815101,4969.35689512,1161415901038
1725,6608.6390611,5008.22232752,1161603408986
1726,6603.9917681,5002.08378252,1161797885526
1727,6386.5391591,4563.33924702,1163431982183
1728,6784.0494484,5060.91371242,1165545980717
1729,6338.0205938,4545.99474942,1167630213913
1730,6382.5849338,4546.35265942,1168710731210
1731,6345.7280628,4677.95505642,1171737962683
1732,6345.3900388,4677.72178942,1171806147234
1733,6426.9335288,4641.67056002,1174420091781
1734,6361.6315718,4617.91497702,1174710759395
1735,6348.7835688,4603.39346502,1175047723748
1736,6354.8854108,4608.13294702,1175982899672
1737,6354.2233608,4607.74163542,1176225987109
1738,6352.9360208,4606.47836702,1176240850532
1739,6383.7251568,4633.75936742,1176578712012
1740,6393.5932465,4637.56841202,1177153234048
1741,6382.4922135,4620.95501902,1178913767627
1742,6366.2710895,4615.00542442,1180021740195
1743,6361.2681195,4608.72117502,1180155829948
1744,6325.4369269,4569.42999742,1180791295812
1745,6378.7082462,4633.21072702,1182251145022
1746,6357.4096022,4629.50542702,1184759162293
1747,6307.5014085,4535.17937322,1188480562325
1748,6326.2056418,4546.75008822,1188661246245
1749,6287.8168118,4538.74844922,1188828131649
1750,6290.1055168,4539.71316362,1188992774357
1751,6263.6721151,4516.68514122,1189879163491
1752,6262.1567521,4495.94565662,1190312950305
1753,6268.0194228,4497.33881422,1190685079036
1754,6331.6279021,4655.67443862,1190757022222
1755,6335.0630121,4655.14771522,1190942969490
1756,6327.9332501,4643.12431362,1191349529784
1757,6302.7421941,4636.69139902,1191476575611
1758,6302.1345188,4639.40712962,1191711800615
1759,6328.9872164,4660.86141002,1193343006938
1760,6335.7470424,4678.35077222,1193472495562
1761,6335.0141024,4677.78327022,1193508710929
1762,6329.2557784,4673.69964062,1193805911091
1763,6329.6856171,4673.41206088,1193897241243
1764,6293.1866225,4589.08315112,1195385000346
1765,6287.0123155,4547.93045592,1195447220861
1766,6321.0704944,4669.71362862,1197604035932
1767,6317.3300398,4662.19825822,1198026173996
1768,6326.5766564,4608.79710862,1199761620680
1769,6335.7218751,4593.28790502,1201495557095
1770,6337.2533204,4593.17489122,1201638951185
1771,6285.8866134,4555.91014062,1203311985621
1772,6287.9802174,4555.53008922,1203445414857
1773,6312.0698361,4573.28383222,1205386111197
1774,6324.5008441,4552.68932022,1206206013538
1775,6344.4708104,4577.30755622,1207867639748
1776,6342.1427504,4576.10281322,1208010328869
1777,6342.1427504,4576.10281322,1208013118487
1778,6445.8881455,4699.36696062,1209581387174
1779,6469.7515198,4732.01704602,1209733422897
1780,6308.5646961,4542.96838662,1210706481789
1781,6314.8597321,4555.29682662,1211196966987
1782,6315.5059771,4546.32377222,1212114402089
1783,6310.9915718,4540.42305362,1212256292143
1784,6331.2018691,4603.01920922,1215801422978
1785,6415.6388011,4702.13580722,1216220696937
1786,6321.0008365,4575.83793062,1216865383086
1787,6351.4553131,4625.20601422,1218673247554
1788,6371.7940531,4664.56946062,1218956086340
1789,6336.7647311,4604.23066917,1219324261481
1790,6356.4397398,4588.66076822,1219842577549
1791,6344.1179821,4575.84080822,1220011892586
1792,6284.4632848,4554.18622122,1220845607572
1793,6284.2746748,4554.08288422,1220854303888
1794,6363.1621031,4590.45029922,1221497326707
1795,6306.4304261,4661.90869222,1223374624064
1796,6281.3891715,4660.58530942,1223986155408
1797,6317.0331441,4553.12928022,1224559385269
1798,6336.5884648,4565.54368262,1226368523636
1799,6336.5759688,4565.53603862,1226368524112
1800,6315.5542678,4549.12222462,1226596576799
1801,6330.4523321,4524.83775722,1228474019389
1802,6355.3209961,4566.20675822,1230376649358
1803,6344.3240991,4558.51220862,1230495343320
1804,6403.4570521,4706.47465222,1233005039563
1805,6396.7551881,4703.89103222,1233218719081
1806,6396.2462141,4703.69595522,1233290660805
1807,6345.2064611,4662.53094202,1234555503337
1808,6428.4081581,4750.68084402,1234650644573
1809,6428.2926211,4750.63317402,1234744137132
1810,6451.6279708,4779.95633562,1235356149799
1811,6428.4885624,4765.39508022,1235651113178
1812,6428.3010624,4765.34735022,1235653922034
1813,6424.5897444,4762.91354962,1235717048333
1814,6421.6834944,4759.79382702,1235745339729
1815,6389.2701084,4717.29215262,1235962520525
1816,6384.8338284,4707.30685362,1236090073651
1817,6346.0186484,4677.58143402,1236316022042
1818,6327.3927244,4654.23270622,1236898457759
1819,6340.6022734,4654.62661002,1237073194853
1820,6340.7022394,4654.04795922,1237117893544
1821,6348.7895044,4670.70824222,1237381655823
1822,6347.3095438,4653.44785722,1239026746399
1823,6344.2994951,4650.29195122,1239050261432
1824,6343.5497951,4649.41486422,1239060165911
1825,6366.2595604,4653.20345122,1239483209300
1826,6369.2967304,4654.80912002,1239545946048
1827,6768.4416214,4943.68120362,1240875891653
1828,6748.6403991,4943.02267122,1241427667147
1829,6352.7265664,4591.67809962,1243262971319
1830,6733.3586768,4986.78633242,1245320474703
1831,6732.4696368,4986.38798862,1245362479359
1832,6830.4154215,5069.62385622,1245804869327
1833,6831.6951455,5075.48777362,1246007987686
1834,6846.6184648,5077.03936112,1247806678192
1835,6890.7151255,5089.50512042,1248667400907
1836,6909.0573625,5088.99138702,1249558417453
1837,6850.9201051,5086.62496842,1250335669851
1838,6899.8420101,5091.28807702,1250636454656
1839,6821.4978262,5047.78427482,1252723130304
1840,6417.6584995,4639.05098042,1253718878136
1841,6426.9871165,4618.26478602,1253966759533
1842,6390.5478715,4569.15200902,1254263815322
1843,6414.0730465,4587.53664782,1254995571881
1844,6896.9675775,5428.75759942,1258024314021
1845,6466.9389625,4698.50468882,1261385854899
1846,6394.7085175,4613.28299242,1262645874899
1847,6412.3099572,4705.28350422,1262681264286
1848,6419.0655645,4711.00900542,1263125548671
1849,6478.5978875,4830.14622682,1264847499813
1850,6476.1557335,4828.67936222,1264903172827
1851,6473.8644375,4827.88939042,1264927221361
1852,6482.9483795,4835.87968622,1265126384109
1853,6325.7624092,4761.86650362,1266807787452
1854,6324.2241893,4758.67019542,1267206238216
1855,6364.7453149,4776.55360242,1267569692354
1856,6364.7453149,4776.55360242,1267569692359
1857,6397.9811239,4776.56244582,1267796110078
1858,6377.0736462,4768.63477482,1268511510438
1859,6396.0652962,4861.62672961,1268551977786
1860,6422.7787422,4858.11331902,1268760814465
1861,6427.9044052,4850.32912562,1268821338509
1862,6541.1782122,4914.49668702,1270118943151
1863,6465.5185982,4870.81702162,1270589867014
1864,6464.9839882,4868.83068162,1270598776337
1865,6528.1313782,4915.20377262,1270713280387
1866,6549.4065811,4964.81137302,1271810822841
1867,6490.5000181,4919.24085642,1272801840379
1868,6573.3977791,4939.41040662,1273308534417
1869,6555.3720611,4936.30924302,1273335209777
1870,6466.6711858,4875.55374362,1274160627064
1871,6446.3000875,4885.49119002,1274519145592
1872,6442.6684335,4867.21565062,1274555690950
1873,6577.3709015,4979.58755862,1274959508870
1874,6716.6977751,5245.61230402,1277191150077
1875,6773.9721261,5231.61764702,1277274033053
1876,6574.0262441,4949.85423402,1279047888966
1877,6617.0911961,4972.39000633,1279333350630
1878,6693.2617031,5001.92716252,1279396164928
1879,6693.4039851,5006.42839353,1279547670908
1880,6596.0565128,4987.86376252,1280871954355
1881,6662.2990495,5158.02570972,1281118703858
1882,6416.1402108,4971.90293092,1281490816534
1883,6414.4957808,4967.66248992,1281513183629
1884,6455.4826488,4977.05127572,1281821566376
1885,6278.4135161,4737.27637992,1284079122439
1886,6509.3483562,4953.50764992,1285834012380
1887,6421.4316978,4899.28807812,1286185944210
1888,6380.4286455,4846.28478106,1290021106362
1889,6406.7468185,4887.03205946,1290694414220
1890,6472.5911545,5154.56016706,1291386139536
1891,6474.8310455,5156.61573852,1291426667110
1892,6528.1229745,5279.43767552,1292175100934
1893,6519.2652425,5268.74424632,1292288676146
1894,6512.7683415,5264.09427952,1292334503433
1895,6582.0946288,5256.98851247,1293220361809
1896,6701.0927518,5567.01942992,1293489454049
1897,6762.6219318,5659.91673752,1293534574937
1898,6896.0671658,5848.91728332,1293651106438
1899,6842.1591518,5821.92402946,1293834210103
1900,6723.0323058,5555.50795052,1294195231294
1901,6726.0065358,5519.65003752,1294393684660
1902,6725.5940358,5518.74304152,1294396965530
1903,6878.0354585,5586.90011512,1295421736504
1904,6811.3196395,5553.59749772,1295814052384
1905,6739.7967769,5446.76998392,1296262214008
1906,6798.2013036,5527.74750352,1296573176899
1907,6791.9290136,5516.82427692,1296586682513
1908,6714.8620852,5424.99907555,1296944109265
1909,6710.0138952,5419.47704695,1296958607726
1910,6581.0948205,5282.20231883,1297493008356
1911,6589.8840785,5299.40775932,1297573255343
1912,6928.7149475,5503.07892992,1298431039268
1913,7010.5008585,5870.26828952,1298701531984
1914,6979.2716685,5824.38708752,1298846099590
1915,7465.9584288,6839.15320772,1300681957124
1916,7442.8443668,6829.88122892,1300850959422
1917,7486.4903228,6880.83886132,1301028797831
1918,7485.0590898,6879.36546892,1301174531356
1919,7482.6075598,6888.79563132,1301290421634
1920,7460.7461618,6861.88569232,1301346519658
1921,7348.5793441,6739.19019992,1301637379611
1922,7405.0296861,6805.37013652,1301990869887
1923,7291.2616028,6435.91677852,1302997690220
1924,7302.3766478,6453.26583847,1303159024799
1925,7095.3429325,6387.06450312,1303503696596
1926,6895.1168308,6173.33169752,1304388429968
1927,6904.8307221,5978.42277816,1306438919827
1928,6841.8563361,5901.90008656,1306636132065
1929,6750.5476488,5767.24005816,1307163081914
1930,6745.7581998,5759.12764716,1307223901817
1931,6606.1123921,5557.49837616,1307875304027
1932,6607.6959701,5636.63298956,1308066250455
1933,6579.1984841,5617.18232856,1308232191729
1934,6661.7253711,5360.83293962,1309283963350
1935,6595.9503138,5394.98423762,1309844996970
1936,6569.1590438,5378.20188262,1310075645838
1937,6451.0622145,5350.69710862,1310466854579
1938,6510.1867341,5320.14922602,1311420273888
1939,6408.8521858,5260.87663802,1311698256417
1940,6562.9369708,5206.45134282,1312118566152
1941,6592.6088218,5120.48752462,1313518940619
1942,6422.1932285,4855.12300662,1314547407602
1943,6589.6423111,4889.40572802,1315239076376
1944,6935.6349541,5395.02325202,1316009984258
1945,6938.8720911,5391.23535402,1316039478838
1946,6886.7133825,5294.39505002,1317690907435
1947,6922.7975231,5326.32664262,1318721707084
1948,6785.7564321,5320.19893683,1319783875609
1949,6911.7147278,5332.81057583,1320625150649
1950,6728.8267348,5214.55731202,1321196192902
1951,6679.6409521,5183.57738802,1321932636691
1952,6941.1554371,5381.98157302,1322261415209
1953,6920.2546721,5366.90506342,1322638339168
1954,6913.9484851,5358.14979362,1322769754689
1955,6886.0834381,5352.85057562,1322821510882
1956,6867.2832778,5358.40411942,1324508590856
1957,6850.8631218,5346.91910462,1324684200640
1958,6852.5035228,5347.22587762,1324694894051
1959,6574.0470164,5114.98551362,1326491092253
1960,6579.2610574,5112.97476602,1326902473716
1961,6491.2876354,5071.20419862,1327315306039
1962,6251.0513898,4748.27235462,1328861055379
1963,6286.7663288,4793.42624162,1332265398550
1964,6251.0290271,4750.49956497,1333135324341
1965,6256.5327126,4763.82667032,1334499619809
1966,6239.9225456,4747.44765992,1334932597584
1967,6246.444854,4779.04114022,1335576670665
1968,6211.387719,4751.59154482,1335881037634
1969,6275.2996996,4812.76623042,1336199928685
1970,6278.8172885,4657.81694542,1336597021980
1971,6336.4416978,4690.69452882,1336814359455
1972,6314.0033258,4661.32385142,1336869785230
1973,6313.9100658,4661.30831742,1336869785481
1974,6313.5725671,4794.28586842,1337154904857
1975,6313.0961761,4795.02742442,1337165174482
1976,6416.7619761,4865.33560242,1337587334043
1977,6369.5424664,4815.37290942,1338097352230
1978,6438.8810302,4972.14665522,1339195161604
1979,6434.3068282,4948.62883842,1339368838905
1980,6352.4484135,4795.76913062,1340010151113
1981,6430.1417725,4823.03721482,1341293451231
1982,6420.3203085,4820.13486542,1341346361606
1983,6652.1191892,5218.40497742,1342212214136
1984,6648.6018619,5215.76131342,1342268335567
1985,6611.5077302,5216.39065822,1342762053318
1986,6440.6178909,5001.76572362,1343114708970
1987,6410.2292799,4975.88651882,1343390087161
1988,6690.4190062,5228.04117642,1344884327304
1989,7308.862587,5771.44018482,1347034147469
1990,7306.1157443,5770.30255382,1347176911438
1991,6859.3592635,5435.89361482,1348992299823
1992,6169.1179615,4723.98261842,1352640758816
1993,6170.3488242,4751.95789882,1353325585903
1994,6153.0285522,4694.95707742,1353969668704
1995,6123.0629595,4644.58069382,1354355396197
1996,6543.5638352,5022.70189222,1355330860194
1997,6668.5627796,5416.75480642,1356352640696
1998,6736.9675657,5182.87471442,1357149820217
1999,6734.4969324,5175.08017382,1357233370087
2000,6572.5066375,5076.33814942,1358760969786
2001,6498.9707905,5032.94919342,1360064818409
2002,6539.2733325,5006.46951862,1364729604598
2003,6645.5452978,5043.19760662,1365168429483
2004,6638.6612158,5036.05739202,1365414158194
2005,6368.7061288,4723.37339042,1366018065825
2006,6250.8593038,4614.00427762,1366636565495
2007,6242.6007296,4583.58418762,1366976161628
2008,6630.1895853,5105.64794592,1369155101101
2009,6621.8102893,5105.96675191,1369344267333
2010,6596.6710142,5079.51888052,1369520330719
2011,6166.9785445,4637.72535652,1370070024629
2012,6182.3042665,4638.06626452,1370809451306
2013,6490.0455353,4977.52835972,1371255083606
2014,6485.9719798,4978.83749452,1371399338277
2015,6140.7431848,4712.77520792,1373675898971
2016,6459.6615211,4899.19063352,1374546291162
2017,6390.0914261,4874.20944113,1375891947826
2018,6733.6217536,5342.80427952,1377656232963
2019,6563.9353363,5149.81271272,1378718066505
2020,6407.5955649,4935.32471772,1380020775610
2021,6475.6053064,4992.92956922,1381755567638
2022,6301.7659114,4872.72000322,1382071992578
2023,6407.8499188,5211.79406782,1382693005979
2024,6411.8186038,5270.21393022,1383013929862
2025,6408.9032958,5266.21232182,1383049011110
2026,6454.6888605,5335.88780422,1383828120606
2027,6389.0296855,5233.49304282,1383984869047
2028,6386.5320095,5229.61971382,1383992562283
2029,6447.8298098,5129.02896482,1384917353465
2030,6351.7267418,5026.20565982,1385317819466
2031,6229.2936168,4888.49872582,1386002893032
2032,6323.0008501,4820.03927372,1387561193861
2033,6218.3377991,4738.70128752,1387810936764
2034,6170.0327238,4641.41136152,1388322891915
2035,6186.6002159,4666.96204152,1388389719353
2036,6186.2050639,4664.36438652,1388419619239
2037,6182.6275929,4668.97765352,1389410110739
2038,6162.3910671,4600.50595962,1390795586642
2039,6190.7562001,4600.64390122,1391176943624
2040,6201.1506101,4760.89033782,1391573703464
2041,6205.7291281,4757.61052782,1391618739662
2042,6184.0024761,4726.37235362,1391872861544
2043,6260.9904641,4767.65487022,1392064044823
2044,6168.7919731,4698.57355582,1392578951298
2045,6158.1009011,4693.08093082,1392676775136
