,cpu_requested,mem_requested,time
134,6913.9309534,5087.88759102,110073541448
135,6896.5789424,5077.38589662,110112990956
136,6874.2134585,5074.86870122,110552156728
137,6938.3080441,5104.52996722,110655772946
138,6911.1777271,5099.77803702,110974737712
139,6987.5554431,5164.91180222,111123579323
140,6918.4487941,5130.52213462,111189776858
141,6914.6174811,5128.92333762,111241016169
142,7048.6676291,5269.29646412,111845115413
143,7107.1685564,5271.26156072,112477379895
144,6798.5087154,4919.71545952,112597916631
145,6843.1636761,4933.02711312,112818495927
146,6844.6385571,4930.74212402,113642553889
147,6935.4683051,4932.36185682,113925784950
148,7066.9439132,5419.65241702,115073303471
149,7022.1657179,5371.15557022,115394599631
150,7165.1418458,6119.26320702,115915560627
151,7057.3440944,6072.67388202,116719193722
152,7209.4896439,6167.84087942,117838187272
153,7158.9384199,6121.56504002,117974318097
154,7281.6968863,6458.58003682,120002330790
155,7509.2078133,6545.11752302,120265959420
156,7416.375257,6387.70236202,120851363196
157,7396.699833,6367.66884342,120872512535
158,7052.8267157,6108.28476582,121881768517
159,6993.3493711,6069.71153642,122520014527
160,7027.0080961,6109.59077042,122637211245
161,7109.4271154,6217.17183496,123107207261
162,7035.7188788,6107.40339936,123741539131
163,7132.3947195,6202.30180722,124526073713
164,7228.5185936,6338.26582342,125043738457
165,7220.2060936,6333.78202342,125048982981
166,7152.1401353,6159.18912972,126672769266
167,7110.5060462,6353.88521232,130365708993
168,7189.0601432,6340.27878132,131052217998
169,7194.1873489,6340.39230832,131226013306
170,7138.5066569,6347.19283632,131962303000
171,7055.7078366,5222.49290442,133982574225
172,7558.3734396,5471.13186222,134526525693
173,7558.4359396,5471.14445762,134529049321
174,7464.7062076,5420.89732202,135067072704
175,7080.0716003,5225.93117442,135232750859
176,7070.0779283,5220.42476442,135239932925
177,7153.7715073,5264.69804322,135399351839
178,7106.60442,5237.34675402,135545353001
179,6881.4038751,4908.17368142,136430297833
180,6876.1946631,4902.69606302,136459772135
181,6963.9829865,5139.74563902,137057310370
182,6861.5754831,5082.58910402,137626902644
183,6970.5188361,5137.90358182,137822995979
184,6938.2890771,5121.18312702,138378833794
185,6931.5763711,5117.76003602,138420681896
186,6921.9570078,5123.37756691,139989515621
187,7438.4805863,6189.80543602,141697130573
188,7448.8282873,6193.64019282,142342496480
189,7434.968371,6096.64679142,143075431655
190,7003.4532247,5710.41510562,143969137657
191,6895.2974414,5604.29266582,144538350043
192,6969.9462337,5778.79793082,144851698255
193,6960.161354,5775.96656382,144871098760
194,6843.424829,5694.27812982,145630865528
195,6826.0194698,5573.64977222,146494382084
196,7036.2730888,5726.79318222,146862065353
197,6833.4832355,5577.51193522,147840231842
198,6380.1691195,4512.28834022,148070390573
199,7141.7535513,6136.98749482,149004159176
200,7083.4013373,6037.41982382,149532593662
201,7080.616171,6055.03932662,151442248122
202,6976.9591843,5999.93042722,152013679412
203,7040.4466823,6025.23936722,152101760546
204,7516.2642303,6476.18089682,152966011728
205,7585.6904543,6524.85553922,153812261568
206,7495.1908887,6569.35157222,154670951146
207,7303.2668661,6340.54247822,155398654550
208,6634.6610791,4774.21682722,155464263779
209,7166.7712447,6191.58001062,155731902916
210,7175.9569647,6168.63620222,155866669355
211,7051.1906287,6115.45641336,157010397968
212,7034.4782072,6103.17327236,157471693261
213,7134.8322489,6305.16605912,158103116316
214,6994.9044876,6127.76362692,158400362196
215,7083.3434641,6215.14303832,160518336950
216,7052.2538201,6212.36042872,161642219277
217,7207.0363208,6271.06480112,162330955234
218,7217.3551061,6298.96363772,162866867224
219,7215.3415801,6296.86115972,163020358467
220,6750.5956268,5996.74030593,165968624803
221,6746.9929385,5998.23792693,166206917327
222,6813.3117291,5959.37367822,166629818941
223,7004.6720471,6197.19824862,167671611783
224,6747.7044966,5977.21420682,169216823389
225,7181.8273141,6368.91669002,170152709707
226,7260.8039744,6413.59992342,170609153388
227,7047.6054808,6166.40414342,171558134472
228,7221.5902462,6438.27947202,172886500732
229,6859.8325385,6141.37341582,173665798092
230,6858.9083235,6136.51113642,173723254197
231,7316.5778845,6525.08804642,175173016050
232,7400.9054095,6277.74135466,177206241254
233,7457.1291659,6346.99366426,177885255936
234,7435.9212949,6409.84964996,178551866292
235,7512.0628817,6574.33071942,178937623839
236,7504.0192114,6556.56886702,179096516892
237,7556.7199147,6632.77394162,179252517530
238,7430.8678137,6519.18103602,179701582505
239,7504.5929817,6502.62042642,179859627984
240,7426.3958067,6438.73816022,179983643914
241,7427.5220624,6430.74478462,180009690008
242,7364.8866661,6367.10248942,180158214171
243,7378.3119414,6410.15517502,180261364243
244,7429.9121964,6464.12324162,180445309108
245,7426.6460621,6468.31195062,180538794522
246,7399.9344217,6472.63283262,180848497944
247,7359.5540807,6425.69483202,181044188283
248,7358.7672307,6424.97598102,181049013929
249,7349.9444117,6416.35509802,181328765498
250,7348.3824517,6414.15569142,181343534309
251,7504.8396006,6469.59415702,181909791386
252,7492.6164706,6450.20097662,181951872345
253,7518.8650056,6478.48911382,182141924933
254,7449.7077319,6433.29131662,182286300224
255,7494.5434326,6425.09202862,182690260130
256,7483.3178929,6406.00329302,182783082400
257,7509.2222169,6444.96486102,183000912981
258,7463.5883089,6380.01065561,183166595493
259,7466.6629049,6379.11843362,183175661508
260,7359.0949612,6237.11317062,183401854328
261,7312.7222287,6616.46475862,187010376998
262,6980.5718301,6187.83964502,187356648716
263,6976.2357934,6181.16288842,187436451684
264,6975.4994674,6179.08228202,187469801674
265,7422.3057891,8530.25403702,187874694591
266,6844.3148824,6103.99658702,188642875339
267,6956.8749992,6157.91674902,189562604362
268,6995.8834542,6148.52315162,190445535436
269,6579.0498147,5039.30554738,192207767839
270,6786.2380237,5197.10423458,192420935703
271,6769.8623287,5185.86937198,192609095405
272,6769.7373287,5185.74217198,192609909774
273,6761.2630497,5181.69477258,192679144984
274,6744.8942177,5177.92147898,192920056056
275,6744.8504837,5177.86478798,192922850713
276,6744.8442357,5177.85702098,192923723128
277,6745.2485387,5179.18473758,192935236252
278,6745.1243527,5179.05077958,192936947986
279,6742.5869567,5177.09715738,192963138559
280,6731.0852537,5172.75975158,193107373183
281,6730.6917317,5175.71162458,193169302107
282,6723.1322707,5172.56551358,193259639507
283,6721.7211727,5172.10142678,193293486649
284,6721.7009787,5172.29133498,193338814532
285,6721.7913597,5172.10035958,193349404953
286,6721.7291377,5172.03139358,193352725212
287,6735.3088947,5186.49933598,193412252698
288,6736.8210807,5189.19104298,193432548880
289,6737.5749567,5189.26491558,193442999927
290,6737.2878434,5188.72455958,193467059834
291,6735.3840054,5186.46786958,193475190918
292,6734.9583164,5186.02159058,193478404654
293,6734.6213254,5185.55968358,193484464884
294,6749.7120647,5202.12969198,193534973688
295,6743.9449567,5197.39776558,193615330429
296,6745.8841837,5197.32683098,193654964804
297,6747.4762997,5196.63727998,193660606645
298,6747.3575597,5196.48504298,193662318901
299,6747.2888357,5196.41625098,193663144662
300,6675.7107434,5100.27329197,193947614451
301,6645.9154994,5066.71872361,194108486408
302,6807.1123904,5851.59935458,194880893507
303,6800.9366684,5835.04515158,195401027185
304,6765.9049977,5736.59691098,196442039442
305,7076.7234614,5782.19160798,199531322162
306,7051.6094067,5755.67183358,199711183855
307,7081.9878675,5778.00025498,201323795594
308,7127.3251519,5793.15938898,201704059113
309,7178.6738237,5873.25366658,202562912599
310,7161.7595853,5819.73766398,203045265745
311,7204.559273,5869.57130798,204230392233
312,7133.451226,5808.97071058,204453145335
313,7219.197806,5811.72518798,206372838389
314,7270.79443,5810.21263758,206609103888
315,7326.72209,5876.20066158,207211172867
316,7390.8546117,5862.70267142,207961218545
317,7408.7117532,6109.09991852,211444332388
318,7401.9474522,6104.40758952,211670201640
319,7401.1416292,6103.47562752,211695150912
320,7476.6271104,6111.80952782,213235946190
321,7476.6146594,6111.59105882,213245747952
322,7442.3876536,6099.96864322,215006022741
323,7340.0334033,6033.20894542,215490074499
324,7426.4943293,6070.51371982,215890139186
325,7385.0313936,5957.59444142,217245428183
326,7390.2966966,5952.19984622,217301659366
327,7267.2708616,5894.44886622,217559698094
328,7520.9927696,6121.22751182,218253204267
329,7353.6465723,6014.77459741,219161151493
330,7309.2943253,6033.68636942,220032293941
331,7368.2766983,6133.72515482,220168029836
332,7050.5304763,5199.73463442,220605757065
333,7362.0548183,6154.12610442,220885680563
334,7392.3761083,6146.70184742,221316380212
335,7701.2350264,6290.48851442,221971858255
336,7685.7243294,6294.45811162,222182569161
337,7218.1838647,6038.25076502,223960818522
338,7347.2083813,6108.75170642,224825890131
339,7391.2444493,6127.80574332,225732834252
340,7394.0014943,6131.06662012,225766809475
341,7393.6435173,6130.84477812,225784310412
342,7337.5265596,6082.53596202,228216395649
343,7399.0090016,6099.91791262,229121065506
344,7174.1013353,5899.66396362,232129257835
345,7104.5006611,5875.35295402,233587603043
346,7107.6498051,5877.65495502,233610592475
347,7138.6394726,5856.96331802,236003837655
348,7148.9847513,5860.90775452,236374285232
349,7248.8420906,5971.4633296,239630257563
350,7330.1443556,6408.56971202,242507351883
351,7688.5231647,6855.63281342,243701253510
352,7691.5010027,6856.65885762,243775306188
353,7692.3362907,6856.41774862,243844008880
354,7687.7456904,6832.31152652,244114822069
355,7643.2489781,6796.82917592,245164239863
356,7508.1414096,6538.85693332,246211522881
357,7509.7002806,6536.09822692,246230848383
358,7508.8120319,6531.50524652,246262895316
359,7514.7475789,6453.29762992,246682943290
360,7429.3387276,6192.58491952,247183677547
361,7465.2108123,5891.81654042,247910423479
362,7542.7098406,5750.99454452,248982623883
363,7625.1754249,5890.67760762,249870101922
364,7569.6152759,5825.01878062,250135186490
365,7546.0392426,5753.07442402,250218400863
366,7529.7229166,5740.03062262,250351874779
367,7551.9950916,5838.05922402,251116856672
368,7543.3175367,5821.02319802,251479099368
369,7558.178628,5818.67886262,252012548754
370,7546.202126,5813.04657962,252094063190
371,7479.098726,5731.98820742,252637921271
372,7162.8163613,5109.82278502,253986286092
373,7054.1389718,5085.70900602,254558396199
374,7389.5968877,5661.81687202,256455418989
375,7393.344627,5642.16613162,257034466292
376,7238.329528,5513.51339562,257080431423
377,7125.850546,5115.87380302,257603287280
378,7082.060373,5089.50029142,257626950263
379,7407.759541,5556.43918642,258249637728
380,7544.3982837,5791.47270342,258332861731
381,7747.919249,6177.22174402,258618799480
382,7753.9644187,6277.09507702,258695773449
383,7687.7866607,6276.21774602,259054952514
384,7443.8560841,6036.48430462,259354564426
385,7379.1662657,5852.81126562,259600537166
386,7369.9758474,5763.45153562,259737505865
387,7288.8335397,5510.47055602,259953598181
388,7344.9988077,5537.00803802,260040991396
389,7338.4186437,5533.04023842,260048141948
390,7107.6635677,5251.07852462,260363945362
391,7021.7563534,5197.71360302,260812961069
392,7071.2333694,5262.77928062,261360126517
393,7061.1963594,5248.58681862,261368266514
394,7029.2178514,5128.66139262,261607321989
395,6994.4780224,5092.14019362,261665114863
396,7238.9557984,5341.33720662,262139638961
397,7069.5818514,5183.92184456,263333123100
398,7054.8749487,5159.37553196,263734255611
399,7052.2065297,5317.57906462,264152295711
400,7024.6248387,5286.36416502,264193085286
401,7159.7010054,5351.01033212,265152169091
402,7164.5957305,5369.76855392,265772604275
403,7163.6489015,5369.43593652,265781246475
404,7197.8927275,5366.33902672,266135327241
405,6982.2496137,5126.64474272,267894243050
406,6904.5927257,5030.02956732,268325783802
407,6987.8044864,5094.08976932,269645450911
408,6921.9845634,5087.29562432,269817395243
409,6966.4016151,5096.79726892,271305060547
410,6965.9165751,5117.73510292,272011711817
411,6953.9988434,5102.83037492,272366360947
412,7066.0927743,5295.42577832,273493078138
413,7021.5063961,5281.38914272,273923525468
414,7015.4749926,5206.86726832,275208853345
415,7013.4937066,5205.23470492,275220254307
416,7167.7443704,5367.72476892,276467142308
417,7167.3383594,5352.18558832,276495463386
418,7306.1092936,5314.37831392,277799650563
419,7167.0557249,5190.15462046,278346442878
420,6906.0439099,4517.18786192,279263889941
421,7559.1864759,6077.92789532,279570510785
422,7137.8594209,5908.78110992,282193254488
423,7128.4969389,5904.04476032,282203514964
424,7131.5943383,5870.62288092,283246937111
425,7160.2401422,5887.95599932,283724405979
426,7115.2755576,5868.73463992,285181553530
427,7102.6152956,5860.84732532,285242039584
428,6548.5710596,4336.10983932,285810101912
429,6555.8205746,4391.90856032,286228268346
430,6637.024337,4567.88897692,287233982625
431,6619.5512227,4595.91685632,287604983332
432,6610.6486877,4591.26955092,287701161406
433,6884.2056195,4592.52740632,288891438020
434,6884.1081335,4592.46771832,288900646321
435,6554.9816862,4444.36059292,291514094118
436,6550.7996662,4446.83925692,292044968617
437,6528.8075712,4432.07659592,292260128882
438,6520.0562084,4442.10030772,292796794819
439,6592.6003854,4649.01596572,293118334382
440,6540.8957004,4489.59525688,294721340482
441,6521.3739164,4481.69343292,296417067569
442,6851.6544963,4675.66316552,298972148704
443,6802.0286881,4624.56854672,299763359150
444,7285.0449762,4865.36453372,301197446255
445,6669.6149232,4494.59384752,302584074804
446,6657.5190718,4468.77791772,302853566599
447,6646.7348738,4446.02629012,304774671061
448,6613.8011715,4431.50067412,305745201293
449,6956.8523205,4881.19085592,306790624133
450,6969.3304845,4893.92483192,306800428267
451,7407.8769368,5123.21639272,307466414089
452,7402.8765978,5124.38171892,307539008931
453,7030.7438296,4915.44997692,308749946979
454,7021.9561216,4915.52872732,309478171311
455,6921.3908828,4821.59072192,311129333140
456,6998.2265138,4841.84103032,311386845194
457,7202.7052258,4923.49560232,311612997721
458,7179.3738098,4889.39720862,311749947343
459,6964.2872178,4923.12399136,312677315880
460,6980.1436848,4939.89854806,313483248624
461,6951.1862181,4871.97432292,314602277215
462,6913.7316111,4830.59121392,314691257352
463,6791.6810131,4690.75032792,315088801948
464,6623.8674954,4501.90550532,316194428826
465,6581.5109214,4504.28906732,317737839157
466,6580.3534014,4501.36519992,317762152582
467,6588.8255031,4452.20758692,318205948070
468,6586.4967861,4478.62827688,318762434689
469,6586.4280821,4478.12591168,318781494248
470,7613.6481784,6573.05053882,321904261451
471,7374.3481072,6538.16882522,323088790405
472,7269.8607922,6444.80771582,323398567454
473,7225.4293519,6395.38860822,323572581374
474,7202.1597869,6347.08957482,323735740815
475,7182.8198751,6276.93849462,328281030839
476,7245.6556101,6326.55352082,328747649404
477,7249.3192929,6382.24394152,330906244433
478,7243.3398279,6372.28164212,330934189424
479,7241.1969769,6368.59984012,330955162944
480,7225.6748916,6265.15629212,331400155162
481,7464.6544081,6372.26467572,332919380907
482,7642.4547854,6436.05676622,334476435965
483,7586.9367911,6345.14328822,334948743679
484,7593.9834434,6387.88545482,335132570555
485,7584.2634081,6350.41913482,336743876117
486,7752.3750461,6753.15063522,337551620509
487,7753.2251631,6758.76270922,337583209363
488,7649.4159631,6741.54467422,337803037671
489,7606.7219268,6483.76497362,338947045368
490,7592.4300304,6481.22894962,338981876568
491,7595.9202181,6478.98327882,339640553673
492,7340.5595939,6394.29064002,341397302843
493,7557.3438005,6463.75055542,342707103733
494,7577.5585071,6461.78263202,343044968438
495,7553.0239514,6429.15745742,343335460832
496,7523.6435404,6373.48186242,344035307118
497,7100.8152308,5879.84291533,345665489945
498,6999.7915018,5634.31297302,345811528763
499,6839.6984831,5455.29138302,345868980245
500,6961.0713571,5308.97669902,346001298457
501,7166.3992011,5309.40606602,346044343721
502,6698.3750371,4925.58103202,346303627683
503,6703.2911271,4914.34461602,346433762881
504,6689.9266831,4878.78784082,346479757322
505,6765.6156881,5022.40664642,346725396009
506,6877.9778101,5228.41588202,347040937421
507,6837.6177551,5099.78600302,347154423431
508,6800.0411571,4991.69982042,347628934592
509,6817.4068391,5012.44416242,347686761326
510,6801.1700901,4994.58932522,347711076433
511,6784.7026741,4987.88567302,347738185617
512,6764.8203711,4960.57101502,347912744011
513,6867.1791571,5063.84540142,347996968215
514,6863.7988731,5054.69850702,348099289140
515,6805.1748558,4989.42519182,348307958552
516,6695.3731181,4833.77748042,348887447715
517,6781.2611111,5019.10747182,349044775877
518,6803.4766228,5038.87733498,349283149816
519,6794.6814838,5025.27599302,349392145603
520,6794.8268308,5023.15418642,349444514567
521,6790.0165988,5021.07311102,349492315272
522,6709.8506591,4926.79593642,350058692211
523,6687.5946411,4895.30346742,350415072449
524,6709.8335221,4795.74293925,351221197150
525,6666.0915498,4741.58092239,351508958208
526,6737.1042616,4544.70908542,352468394226
527,6747.4144296,4553.00036782,352599089312
528,6565.4569063,4449.15077502,353189682705
529,6528.1516378,4409.69413482,355470107349
530,6611.7671101,4429.48096902,355660472140
531,6591.4174528,4408.89111682,355843651339
532,6521.8978705,4425.07661702,356590434938
533,6548.8121671,4561.32649102,357064597134
534,6534.9181111,4551.32943382,357278094487
535,6525.5909051,4555.31054202,357408421084
536,6468.7660758,4482.87541802,357959482584
537,6477.4630406,4517.40357093,358894789465
538,6494.9670226,4548.92514042,359191794025
539,6495.3861716,4548.93990042,359210236921
540,6490.3800046,4525.59850122,359794091597
541,6478.668475,4454.39839639,361208282526
542,6494.515246,4364.42324919,361744355870
543,6828.7516378,4605.94587939,362992571288
544,6729.3976748,4479.56265039,363268568662
545,6688.446918,4457.91128839,364286034886
546,6691.0592463,4463.09951142,364814094951
547,6696.6965143,4467.60484402,365244576081
548,6675.6671443,4458.22198102,365559140266
549,6739.0882653,4503.73066302,366448313539
550,6664.9317133,4548.49814982,370282705467
551,6592.804622,4470.49223142,371016092932
552,6566.4879813,4437.98640542,371274005522
553,6551.2135163,4386.82349142,371780085650
554,6513.1548111,4343.28995602,373308028795
555,6516.9596241,4395.20515802,373928795687
556,6504.3563844,4322.84993642,374218866246
557,6497.2643624,4318.22212102,374322122494
558,6620.1135386,4359.67503402,376276255028
559,6619.3887966,4358.87782342,376349427470
560,6618.9485586,4358.67325842,376378834240
561,6596.3979566,4356.03276582,377474791870
562,6720.9799696,4487.96369542,378023231080
563,6715.6402066,4485.01788702,378080670885
564,6723.7929359,4502.76470202,378238381286
565,6723.4269689,4502.41810962,378273557929
566,6720.8233122,4500.98232802,378346140694
567,6755.7250088,4529.41794302,379540561311
568,6747.6656088,4521.55432302,379550972513
569,6673.1055498,4444.51874902,379615249796
570,6970.4033408,4632.01505162,380657297620
571,6581.5181291,4363.27500802,382493715840
572,6776.6471625,5113.73739382,385807488301
573,7166.0928551,5536.00974282,386312074321
574,7080.3511641,5603.60954182,388110424721
575,7168.8594405,5625.33336382,389463074230
576,7185.5365145,5647.10591682,389574424258
577,7112.9686805,5609.01698582,389857364601
578,7097.5129765,5586.02934382,390326082623
579,7027.0928632,5538.11620822,392135711839
580,7027.0741632,5537.94595622,392142111107
581,7041.9027202,5568.94424982,392756178843
582,7192.5035692,5537.60069302,394441887659
583,6758.803115,5250.30996942,394946422358
584,6744.5940617,5157.27467982,395714969192
585,6732.0840137,5107.19888742,395941915543
586,6714.9454397,5056.03624183,396502493291
587,6888.2054925,4960.72873428,397309556715
588,6605.0864755,4662.04319112,398434053909
589,6678.1936605,4700.10430712,399112659821
590,6720.3777782,4627.25538107,399779319782
591,6850.1871328,4654.60732972,401671924849
592,6655.8305235,4521.67601712,402757882382
593,6562.4815318,4395.45492172,404235473335
594,6491.7581755,4195.34614152,407717649874
595,6562.7290248,4225.24325372,408635518764
596,6732.4992995,4281.74950672,409987658824
597,6734.3296365,4278.65563872,410385420098
598,6737.3987982,4275.60301212,410592883300
599,6707.4068098,4248.11577072,410837294487
600,6465.1142598,4134.31339512,412508451435
601,6465.4346078,4126.56020612,412845501758
602,6547.9101028,4318.02262212,413530917565
603,6551.1201415,4254.92057212,414060588231
604,6464.3113261,4178.59164467,415954930307
605,6629.2388006,4325.06425162,416906119694
606,6594.3165163,4311.98498662,417705480869
607,6501.3978283,4284.39818462,417955388912
608,6465.7369855,4248.11524542,418189228893
609,6464.1139915,4219.37584962,418308412774
610,6428.3142898,4222.60940361,418983827495
611,6264.9010555,4034.20108892,421991910081
612,6251.7447198,4027.79293002,422529430042
613,6252.5482226,4038.68731102,424498231333
614,6252.3232746,4038.65802802,424500988475
615,6252.4357946,4038.73241642,424522966133
616,6252.4357946,4038.73241642,424523922890
617,6252.3795666,4038.75618702,424531531455
618,6254.2102926,4039.00585702,424540798306
619,6253.2417866,4038.88036702,424564075061
620,6253.0292846,4038.98065702,424570265075
621,6251.3176856,4037.54958282,424630368573
622,6244.6428759,4034.89928342,424714519367
623,6251.7743199,4042.77705052,425015567442
624,6276.7529709,4044.55006212,425221230864
625,6278.9132192,4088.79964472,425409339517
626,6262.0027052,4088.92964652,425913380552
627,6285.1714182,4098.06879752,426439317688
628,6308.833065,4099.98974772,427986529654
629,6277.112894,4068.95396652,428592134009
630,6397.6362105,4347.73113672,429655318811
631,6517.7399095,4140.06473572,430920755582
632,6595.8609279,4357.91971472,431937826059
633,6572.7541399,4652.98323772,433095425051
634,6535.3281889,4515.96634972,433318088369
635,6373.7467049,4514.63099312,435995975797
636,6419.5014469,4608.89077052,437288079716
637,6367.0796547,4299.13663912,438030664362
638,6453.2720267,4301.91269072,438602636556
639,6756.5783669,4260.24110252,442625072724
640,7132.3252714,4452.72740172,445056481465
641,7173.7972624,4601.00934352,445696593510
642,7160.6020741,4576.09266812,446491331640
643,7033.4924204,4429.49159192,447079373468
644,7078.7900654,4420.52407312,447261057551
645,7110.8298991,4547.79873112,447687670949
646,7052.8922661,4475.68226712,448278687699
647,7062.6507517,4310.46790272,449051118874
648,7078.7182537,4430.32569902,449346437689
649,7066.2412767,4410.02876372,449947254363
650,7086.3011932,4326.78248372,450852808941
651,7074.3081962,4321.60154712,450903781031
652,7122.2749042,4326.94477612,452799441600
653,7055.6861026,4294.36149152,454047566029
654,7052.8785222,4288.98255672,454236620778
655,7086.5239052,4333.65004172,454443539109
656,7059.7066952,4294.20074212,455264594291
657,7136.5868845,4681.83383212,457009405861
658,7134.1840065,4677.88023252,457015373833
659,7086.0714162,4630.96656192,457197807373
660,7099.2985812,4639.79883352,457517727353
661,7050.1644065,4674.04957812,458402652482
662,6979.3582335,4625.96138272,458974522382
663,6961.9055425,4609.86878652,459182098237
664,7045.322007,4614.12322152,461269238943
665,7249.3700402,4543.44676872,461465785671
666,6994.0346535,4291.94784572,461927018485
