,cpu_requested,cpu_usage,mem_requested,mem_usage,time
980,6812.5332379,3016.87282674,5864.08206642,2919.50400351,712526996106
981,6638.8475189,2718.44709859,5765.55418522,2843.39892762,713171934717
982,6611.4909589,2708.28773731,5742.71965242,2837.40841725,713297003944
983,6718.1830932,2722.43252457,5785.76750681,2835.80878293,714158260929
984,6727.9514772,2719.67497413,5788.28040482,2836.28735975,714282157464
985,6727.8264772,2719.32604758,5788.26781342,2836.24921615,714286540073
986,6741.5907532,2735.14976744,5796.47275682,2840.73042277,714522587953
987,6658.3494209,2820.69329394,5756.90266008,2866.69753045,715202302489
988,6661.6274242,3044.76047654,5787.36413082,2922.85606715,716211829045
989,6647.1526489,2956.4814702,5768.44344262,2929.59941836,716684794339
990,6929.5172865,2961.81063916,6206.29377742,3000.09376583,722472864492
991,6742.2609385,2920.82886687,6130.85753382,2988.76907538,723104292016
992,7135.7102785,2921.50141088,6397.96627082,2987.79403501,723141252481
993,6733.3463285,2987.97170189,6125.56818282,2947.83159092,724368769201
994,6928.1921185,3077.03210092,6329.16544832,2986.52992803,725141741288
995,6964.9042072,3087.13146413,6296.19812072,3035.63486486,726782621804
996,7319.7756212,3321.72611697,6754.20509622,3234.43653566,729357520879
997,7303.3583759,2998.72808992,6749.93203512,3112.76681642,730601507014
998,7218.0198186,2940.67522276,6645.69243652,3100.97686942,730957115941
999,7217.4448186,2940.70890354,6645.61471452,3100.76277997,730960534860
1000,7201.1472746,2942.92725905,6633.04812112,3099.57210528,731041619369
1001,7266.5076282,3004.98542669,6659.31584292,3081.72470309,731368885429
1002,7198.2228235,2912.1788929,6627.93560952,3114.19202757,732102961575
1003,7279.3118485,2924.15471782,6633.82313212,3115.44095798,732262442557
1004,7594.8343522,3156.56343976,6847.07425452,3101.12073763,734096455045
1005,7600.9056266,3105.03666074,6850.98646612,3105.03616122,734320002810
1006,7602.2302106,3108.44556153,6853.06332952,3105.77739826,734330516616
1007,7578.6523146,3173.56570505,6730.23908112,3110.36465291,735087208303
1008,7575.7322859,3126.62590361,6700.22544512,3067.13493278,735985095860
1009,7481.0795919,3258.32194472,6598.43860412,3086.03635038,736715600175
1010,7480.9226759,3258.44626121,6597.95667932,3086.37804374,736743301592
1011,7480.9101759,3258.44626121,6597.94799732,3086.37804374,736743302126
1012,7485.9101269,3490.86175045,6592.86147512,3061.56138872,736846913153
1013,7542.1708176,3601.41510738,6657.42932292,3056.12026386,737477988803
1014,7362.3242226,3379.57440607,6454.53846152,3030.17430903,737838010804
1015,7322.9334666,3357.9723009,6422.95353572,3014.44082175,737961120935
1016,7298.8690273,3334.09370044,6495.89226632,3021.14318433,738134907930
1017,7262.4548073,3343.27286312,6445.66171272,3015.32824136,738377832470
1018,7249.5034453,3340.22933567,6428.47938272,3011.493343,738425384190
1019,7191.2908981,3333.28701635,6312.11435372,3040.50064661,738985035462
1020,7191.0909881,3333.45253715,6311.89957372,3040.51555661,738986026929
1021,7631.0531494,3225.65634555,6566.10810632,3046.6349787,739947371623
1022,7294.4330794,3399.19177404,6365.62344772,3087.9428018,740956363283
1023,7265.5918394,3461.91804584,6302.00387532,3103.60105294,742786027750
1024,7264.6506274,3463.64034838,6299.83391212,3107.41850877,742883512505
1025,7323.4398654,3471.2203676,6321.99156772,3104.56515135,743074236647
1026,7461.8819574,3165.88971304,6794.30003132,3089.63092302,743475922714
1027,7461.8694574,3165.88971304,6794.13623132,3089.63092302,743475923111
1028,7421.0463784,3044.88074035,6750.50811442,2969.44314184,743635883569
1029,7339.5901444,3011.20022859,6679.70592282,2940.76935931,743661540953
1030,7229.4340464,2722.22248855,6604.76286502,2931.12238387,743741889623
1031,7457.6969004,2803.25441511,7468.58929342,2923.28040035,744206109400
1032,7469.0058047,2881.92535349,7469.40931742,3017.63113886,745312903219
1033,7469.1338497,2881.99477379,7469.45340142,3017.81909956,745315864144
1034,7470.5115681,2885.46989331,7468.55991742,3019.17498428,745490826777
1035,7446.3782157,2997.21746265,7400.35580002,3062.46056229,747156261457
1036,7446.2882897,2997.08712988,7400.10476002,3062.28558909,747169504200
1037,7448.6658017,2997.35657742,7399.91936142,3062.15400817,747185794673
1038,7700.6798827,2996.31777754,7594.27576702,3070.19901503,748383436305
1039,7843.7826187,2882.59033622,7539.97047702,2997.97039593,749894587645
1040,7847.6123248,2938.22413002,7496.29465442,2992.61301394,750811906719
1041,7757.6514244,2856.96660734,7421.02959582,2969.42454683,751409243214
1042,7757.8992318,2902.04981675,7413.50097302,2971.69943524,751679211314
1043,7742.4937658,2947.80422614,7395.12328342,2965.25574253,752077826190
1044,7632.3435094,2810.39034629,7334.91016302,2951.43289421,752306155664
1045,7706.9885141,2645.59422301,7354.00090542,2941.49448012,752700976921
1046,7554.9445185,2866.11626094,7494.92162402,3021.96190746,755984633956
1047,7568.6581587,2788.94714575,7485.52376302,3001.5287154,757503925952
1048,7546.6025627,2701.04344554,7457.53021902,2993.09880952,758279218593
1049,7781.9837354,2758.07044097,7435.86123342,2885.14858172,759958834062
1050,8031.4015414,2753.6860394,7690.88384342,2882.54700308,759971222602
1051,7471.6642977,2711.07649004,7365.62864856,2883.85882239,761783885938
1052,7718.1244454,2982.17208094,7497.77359386,2949.46938316,763307306074
1053,7721.2308324,2983.0118466,7496.97704846,2949.51203996,763331327354
1054,7696.1496384,3062.30488187,7478.91025746,2965.17934556,763574341449
1055,7784.2485227,2894.58800361,7387.63289176,2951.09871829,765590250550
1056,7784.4038377,2944.24039088,7386.14756776,2952.8033079,765656898183
1057,7780.9147317,2835.89880168,7434.02226176,2911.26895296,766209722627
1058,7793.7999207,2854.29169355,7373.28130215,2912.84884389,766353152072
1059,7774.7102847,2980.8936795,7353.12303076,2946.15470519,766560990223
1060,7761.2368627,2983.09612609,7347.14176196,2946.38759967,766652613302
1061,7759.5199714,3073.86773092,7341.16279776,2972.71397334,766838528430
1062,7722.4230727,3132.34499886,7393.04687176,2995.46723607,767507713089
1063,7748.3740037,3023.30559297,7414.07313756,2998.7136654,767725505819
1064,7504.1662547,3217.60628318,6433.96030042,2947.92603966,769417594085
1065,8091.8796997,2856.86945444,6987.52202302,3053.35427334,769811358868
1066,8014.2492071,2793.39852439,6811.43833462,2843.37801077,770685940878
1067,7870.5883921,2761.00529622,6581.18611062,2824.59198623,770813206585
1068,7829.0243238,2746.62413844,6611.08044762,2805.01979364,770934548639
1069,8067.3469027,2715.47652484,6782.16663362,2801.62265002,771060949691
1070,8056.4844507,2713.50073629,6763.21580802,2797.8114628,771105826371
1071,8034.6211897,2714.37770431,6763.13130962,2793.29340472,771178165921
1072,8031.6190127,2713.85238712,6760.01384102,2792.99811361,771187430377
1073,7961.9317127,2642.41715675,6715.25453362,2773.64346553,771269942407
1074,7670.0267257,2796.39278587,6580.07431652,2790.05560843,771854974274
1075,7816.9385247,2770.75390525,6599.20987852,2792.45135883,771936193089
1076,7766.4971067,2925.9258258,6539.90246572,2797.25755453,772758513529
1077,7759.7779518,2707.53989656,6210.44964972,2775.39463743,774380098192
1078,7600.3758394,2671.56655664,6045.18758312,2763.10808082,774791410679
1079,7647.09134,2687.7423201,6073.97997512,2753.81067873,776345346855
1080,7619.453099,2695.57859492,6042.72046412,2761.94093479,776439690288
1081,7812.969136,2648.96270831,6336.26786252,2763.30897474,776754605873
1082,7651.8980731,2578.66616521,6252.27906192,2809.03071626,777805440876
1083,7651.9299407,2663.8375301,6146.76568472,2902.65418066,778735021253
1084,7645.4250627,2530.00628717,6119.54103612,2930.59467615,779457734893
1085,7682.9075327,2526.2551522,6140.80239472,2929.31529295,779496262191
1086,7276.0514334,2652.49835621,5917.68606211,3009.49364279,780922598788
1087,7288.5308934,2656.45511381,5927.50683071,3010.50394945,780929140469
1088,7535.0992454,2824.42206983,6143.29822372,2898.07324502,781248538885
1089,7429.8883144,2732.76030361,6047.96629312,2937.78827546,781663205510
1090,7395.1837167,2731.75620511,6004.62470772,2922.57036151,781794573474
1091,7341.1415807,2664.91736601,5959.51980672,2874.05372281,781903317658
1092,7332.7067177,2671.04193172,5953.07947672,2874.04486522,781954519405
1093,7319.3055717,2669.83543526,5945.49176352,2873.38323435,781984333003
1094,7312.1295547,2663.37894762,5935.05766072,2862.22743632,782046656368
1095,6990.2756637,2438.57452616,5642.24851372,2785.99073498,782433351868
1096,6992.5679137,3022.99326637,5737.31595032,2779.33184321,782753561825
1097,6991.1308537,3028.14226264,5736.58647032,2780.01122261,782759029596
1098,6770.9226897,2884.06893035,5521.64198492,2722.72340979,783454325984
1099,6707.0718097,2992.88964863,5478.37851172,2735.51022806,783519598294
1100,7046.4257147,2699.82006313,5551.27368192,2767.45879252,783664859120
1101,6976.6564177,2786.8335,5503.88823392,2769.75211836,783714885134
1102,7054.6350277,2956.70912715,5606.01515492,2786.93070561,783815510094
1103,7054.3625777,2956.57838807,5605.50724492,2787.06457981,783817096901
1104,6892.3939437,2673.15813347,5429.42060492,2787.96317349,784081388958
1105,6875.8497137,2673.76969597,5405.76067172,2786.91348486,784126335141
1106,6594.6117537,2477.27172298,5230.79510492,2761.91673759,784283283281
1107,6981.2991704,2416.07215512,5295.26171991,2735.6582427,784426056836
1108,6966.9787664,2393.0103928,5363.01100192,2724.5303392,784468901808
1109,6958.1467964,2390.67188139,5386.76630392,2723.46507042,784482335345
1110,6940.6553344,2585.39280985,5483.58777632,2832.22258026,784534281995
1111,6916.6549584,2633.51722285,5466.99646432,2841.86568259,784708227430
1112,6964.3895434,2627.09888704,5488.55964892,2841.30700795,784754789138
1113,6960.3729361,2632.81506623,5487.55103092,2842.35065514,784767373266
1114,6868.4912381,2839.93273713,5467.16607772,2861.92342139,784849201669
1115,6858.7500641,2843.68999715,5489.19388592,2862.40444254,784882803419
1116,6868.8640981,2962.35358497,5558.82990392,2889.34234237,785007891009
1117,6683.1274231,2890.91050609,5428.30290672,2875.24049727,785320514795
1118,6683.8976737,2843.61905853,5393.63037792,2874.38575146,785453713745
1119,6648.7076707,2812.92577356,5065.25715432,2875.95737225,785971293187
1120,6649.6803197,2681.41433041,4932.56671772,2854.0686602,786128113374
1121,6580.2216577,2678.86113825,4899.03137872,2845.11963265,786294363547
1122,6627.8565417,2633.31942005,4922.96955332,2856.62380171,786357605046
1123,6624.9083507,2633.50292496,4921.25533972,2855.77437207,786367756762
1124,6526.7966247,2547.40906903,4772.63667932,2801.21070301,786608343380
1125,6586.0508827,2563.21946553,5114.55343832,2754.48776302,786685602688
1126,6524.7391717,2617.50755125,5057.98739932,2748.28477933,786772627431
1127,6496.9336867,2595.04953841,5020.50274592,2737.56699087,786862205786
1128,6433.8392987,2476.33963217,4941.41375792,2757.51283764,787431302895
1129,6939.7789407,2742.47344575,5217.83710992,2792.0600027,787599120656
1130,6936.2352137,2744.28982184,5214.06069892,2792.02942099,787615061543
1131,6969.4829667,2742.76682772,5274.50145892,2785.29751464,787664037668
1132,6912.8218907,2738.50451115,5151.96154032,2774.2802513,787764478388
1133,6847.2630654,2733.58136515,5060.89858192,2780.90741069,787880146441
1134,6816.6058807,2737.683762,5014.32216632,2776.48861898,787932993878
